"y","x1","x2"
1,0.498256724400357,0.230792922223126
0,-0.156548025668808,-0.210956396194201
0,-0.310833794591924,-0.993132649686657
0,-0.70122612651725,0.284283465897843
0,-0.0247831050283222,-1.15601980354183
0,-1.19149032237712,-0.340172449570276
0,-0.202322881799561,-0.644927963940037
1,-0.669590504831724,-1.71088918593786
0,-2.16079153870772,-1.02297331363774
1,-0.155930842708043,-1.7354107481351
0,0.809324303889091,1.74084533425453
1,0.971471161592916,-0.158637365451969
0,0.32205629750742,0.919116240933257
0,0.508857884433699,-0.507669997418195
1,1.34648615716272,0.696916028702698
0,-0.306157708562324,0.490355031783359
0,0.558969166562862,-1.16353182996106
0,-0.543349449377052,-0.539474827788369
0,0.480573440294902,0.753924281942393
0,1.01022456608724,-1.32768107229671
0,0.951889033965438,0.215664063046682
0,-0.281054872001404,0.0077995140172549
1,1.51044892129922,-1.47210457617698
0,-0.0513142569972621,-0.0951998001145184
0,-1.55904218494416,-1.06775782066777
1,0.63933181528694,-0.661915769741677
0,-0.481187698632481,0.661474944091687
0,1.30144689951398,1.79641523568276
0,-0.545455702338846,-0.0855282056031356
0,-0.534754869118536,0.180627508863095
0,-1.20333141419605,-0.920054721257277
0,0.49202608014649,-1.58472626864426
0,-1.3711560598661,0.459441619482484
0,-1.59911923132478,-2.38509488666857
0,-1.8090285365122,1.28625168914334
1,0.183228800730319,1.14880315750963
1,0.194535903304948,0.190990631278164
0,-2.07651921610784,-0.297170196023679
1,1.11445519311828,-0.789254970787601
0,-0.122664059680507,0.755197035668178
1,-0.595077648259812,-0.830541337253415
0,-0.141135913820564,0.903775334146244
0,0.486418959943506,0.97764365692355
1,1.24028258570094,-0.133974658006329
0,-0.083126180634102,-0.419811217424507
1,-0.239331015409241,0.249130432938534
1,-1.63870276642161,-0.0429272056209813
1,1.21958617290231,-1.03777704637505
0,-1.10013679003979,0.312534944788659
0,0.00242765915754387,-0.79067327504003
