"x","y"
0,4.18547922357333
0.0050251256281407,3.16641879294108
0.0100502512562814,3.57780672161174
0.0150753768844221,3.6590578931904
0.0201005025125628,3.49025682956414
0.0251256281407035,3.17987014470321
0.0301507537688442,3.9330167502587
0.0351758793969849,3.07396067622894
0.0402010050251256,4.07444183412201
0.0452261306532663,2.97790830612964
0.050251256281407,3.60601670764419
0.0552763819095477,4.04168238641788
0.0603015075376884,2.14934248414808
0.0653266331658292,2.65059424578684
0.0703517587939698,2.67050636756413
0.0753768844221106,3.00343527973099
0.0804020100502513,2.49288484599202
0.085427135678392,1.25772755259881
0.0904522613065327,1.31818357130788
0.0954773869346734,3.15256849122611
0.100502512562814,2.29502523139107
0.105527638190955,1.515355248548
0.110552763819095,2.27963133978805
0.115577889447236,2.93449576333093
0.120603015075377,3.23837225495314
0.125628140703518,2.04125614516058
0.130653266331658,2.09570703346991
0.135678391959799,1.31277311230543
0.14070351758794,2.39659260290807
0.14572864321608,1.8209149057789
0.150753768844221,2.34517625773216
0.155778894472362,2.4485590621183
0.160804020100503,2.59450042575091
0.165829145728643,1.75537060940939
0.170854271356784,2.29722048440642
0.175879396984925,1.17310851082645
0.180904522613065,1.62814093571079
0.185929648241206,1.58547922219771
0.190954773869347,0.796105016045734
0.195979899497487,2.01515888031808
0.201005025125628,2.09549014862957
0.206030150753769,1.80874414266
0.21105527638191,2.36640227080663
0.21608040201005,1.62315299834173
0.221105527638191,1.30255191186696
0.226130653266332,2.20415115709301
0.231155778894472,1.58381413261113
0.236180904522613,2.71390143972667
0.241206030150754,1.77888914622107
0.246231155778894,2.32546675002879
0.251256281407035,2.16175157584831
0.256281407035176,1.61197706727141
0.261306532663317,2.79467542596393
0.266331658291457,2.33083099911586
0.271356783919598,2.05633461386203
0.276381909547739,2.1511570229257
0.281407035175879,2.35316215224728
0.28643216080402,2.05813723225162
0.291457286432161,0.515308551293734
0.296482412060302,2.15172572267107
0.301507537688442,1.82176946001435
0.306532663316583,2.09265709632698
0.311557788944724,2.28404901337203
0.316582914572864,2.68443678065408
0.321608040201005,1.61059333411419
0.326633165829146,2.61333418694496
0.331658291457286,2.11588498741798
0.336683417085427,2.45111836786626
0.341708542713568,2.37408225425267
0.346733668341709,2.25391038479805
0.351758793969849,1.34952907405553
0.35678391959799,1.80145078948033
0.361809045226131,2.13158228020336
0.366834170854271,1.31416154535357
0.371859296482412,1.48843825737009
0.376884422110553,2.01713002312457
0.381909547738693,2.07538184546643
0.386934673366834,1.88576213168282
0.391959798994975,1.17155633999023
0.396984924623116,1.02316705269536
0.402010050251256,2.28614871867482
0.407035175879397,1.61370722045968
0.412060301507538,1.48223112847495
0.417085427135678,1.32925058254036
0.422110552763819,0.742765757175496
0.42713567839196,1.59483339700522
0.4321608040201,1.12798226539725
0.437185929648241,1.09185142308531
0.442211055276382,1.59569694121353
0.447236180904523,1.48498445911017
0.452261306532663,1.71468110670388
0.457286432160804,0.724689037219107
0.462311557788945,1.23191435444238
0.467336683417085,1.5462583664943
0.472361809045226,0.239463094489176
0.477386934673367,0.309002924633854
0.482412060301508,0.118657664585937
0.487437185929648,-0.0991652010490868
0.492462311557789,0.617337084879791
0.49748743718593,0.852043925359958
0.50251256281407,1.07541476371091
0.507537688442211,0.948393659371322
0.512562814070352,-0.122704993465414
0.517587939698492,1.25801343289289
0.522613065326633,-0.0425558530533561
0.527638190954774,0.303020354994579
0.532663316582915,0.00112630499312785
0.537688442211055,0.115806333370516
0.542713567839196,0.23871313096947
0.547738693467337,0.174904705716176
0.552763819095477,0.0767144429692544
0.557788944723618,0.120610311922274
0.562814070351759,-0.195315077498191
0.5678391959799,-0.220233279206846
0.57286432160804,-0.810438964904824
0.577889447236181,-0.17895099489831
0.582914572864322,-0.248037918318951
0.587939698492462,1.35935428092376
0.592964824120603,-0.668405625642275
0.597989949748744,0.0897057312637553
0.603015075376884,-0.713082012589994
0.608040201005025,-0.684573543250059
0.613065326633166,0.134189955172033
0.618090452261307,-0.400999606526493
0.623115577889447,0.126169053221807
0.628140703517588,-0.0530308070979257
0.633165829145729,-0.107496124618056
0.638190954773869,-0.770584264846771
0.64321608040201,-0.324092885331166
0.648241206030151,0.428601212352942
0.653266331658292,0.677161370655065
0.658291457286432,0.205264304310706
0.663316582914573,0.513815033040992
0.668341708542714,1.14091017297526
0.673366834170854,1.36853654220416
0.678391959798995,0.172505469218287
0.683417085427136,0.7380042973958
0.688442211055276,1.47599011655984
0.693467336683417,0.721745108226727
0.698492462311558,1.01434386742795
0.703517587939699,1.08389217758222
0.708542713567839,0.771662676755891
0.71356783919598,1.08368888171078
0.718592964824121,1.38358596862431
0.723618090452261,1.28517086233467
0.728643216080402,2.14387988080844
0.733668341708543,1.44281769936597
0.738693467336683,1.56365991868765
0.743718592964824,2.22616375333569
0.748743718592965,1.44734674943907
0.753768844221106,2.05304235470657
0.758793969849246,1.39529343461199
0.763819095477387,2.85189060024245
0.768844221105528,2.22804227448522
0.773869346733668,2.226577001228
0.778894472361809,1.93584235429699
0.78391959798995,2.64415372883477
0.78894472361809,2.33932509747865
0.793969849246231,2.56229008738226
0.798994974874372,3.56036231518347
0.804020100502513,2.91395539909626
0.809045226130653,2.54852060674149
0.814070351758794,3.2460116266232
0.819095477386935,3.06015051612684
0.824120603015075,3.61057516707931
0.829145728643216,4.10259746460273
0.834170854271357,2.95747096993979
0.839195979899497,3.74504026548689
0.844221105527638,3.62039558061568
0.849246231155779,4.08217293684464
0.85427135678392,3.57204805208746
0.85929648241206,4.15380115745459
0.864321608040201,2.90744305614294
0.869346733668342,4.66503541977721
0.874371859296482,4.28882985525362
0.879396984924623,3.81294573503039
0.884422110552764,3.19145276832092
0.889447236180904,4.26079858726704
0.894472361809045,4.19994367031096
0.899497487437186,3.96994896964496
0.904522613065327,4.05938877143612
0.909547738693467,3.69793415193351
0.914572864321608,4.17656643554466
0.919597989949749,4.13757693059549
0.92462311557789,3.8446971178983
0.92964824120603,3.30636603825893
0.934673366834171,4.31119866460286
0.939698492462312,4.22055777401596
0.944723618090452,3.50436035034999
0.949748743718593,3.10082650662778
0.954773869346734,3.97290289510853
0.959798994974874,3.66703095002559
0.964824120603015,3.93204095545406
0.969849246231156,3.12207097546343
0.974874371859296,3.25017603155744
0.979899497487437,4.23087083462608
0.984924623115578,3.84581270945129
0.989949748743719,3.89102181241106
0.994974874371859,4.45735111181638
1,3.56441071430119
